ID,Scaffold,Activity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
182,O=C1CCN(Cc2ccccc2)N1,0,0.8074982,0.97876006,-0.35609883,-3.3960385,-6.0793333,-4.0970635,-3.4983265,-4.1471705,-3.4124923,-4.147305,11.4630575,-4.0555916,1.5700197,-2.8581936,-5.2985377,-0.64479494,-1.4954373,2.0281034,-0.27895272,-7.5900216,-4.754798,5.8037105,-8.264084,1.6336067,1.2700613,0.40038142,-0.23834562,-3.7695136,0.5051574,-0.57830596,-2.1791646,7.246157,10.312294,-0.7323455,-4.431546,-3.847149,5.135035,7.011146,-1.8353539,7.804998,4.928596,-1.9855542,2.9613347,-3.9683337,-0.234585,-5.9843674,-4.922018,1.0184726,10.323253,5.393535,5.504293,2.3514626,-1.4500834,1.8164908,2.6124647,4.545765,-1.6250694,-3.7200434,6.601576,0.28961793,-4.270197,-1.8997188,3.238038,1.7805382,-0.44613212,-4.453861,-0.45338795,7.753477,-1.3861343,5.7683415,0.672079,-4.398239,2.6037197,1.6896261,-4.9527445,-2.7171917,-0.5281077,1.6966006,1.065379,-9.506095,7.578853,3.1730247,0.79834706,-3.6949775,-9.761926,9.516803,1.8487122,13.040986,1.5972936,0.15902898,7.429633,3.3475125,-1.377084,-5.808967,3.9090395,-10.185972,1.7547942,9.538209,-6.21034,-2.5687327
183,O=C(CSc1nc2ccsc2c(=O)n1Cc1ccccc1)Nc1ccccc1,0,-2.2833958,0.373617,-5.4791827,-0.5653047,-8.610039,-7.478508,-9.068622,-6.641236,-9.316822,-15.006501,20.518372,-10.070007,5.312877,-5.438931,-7.95395,-4.7060823,-4.3656926,5.666829,-5.4576325,-10.257994,-9.433286,11.267025,-12.87716,8.094133,-1.9799763,-7.3999505,-4.427796,-7.4021993,-1.9905556,0.91973865,2.5798342,16.172937,16.882301,3.1895416,-10.247664,-14.438622,17.067112,12.255775,-10.406974,14.724774,14.267296,-11.349006,3.2864413,-5.785682,-3.103197,-12.623702,-14.449634,0.9873837,18.305353,6.65561,9.187285,11.225541,-1.9974132,-2.0590672,6.583463,11.202863,-3.0913887,-2.835684,9.335216,-1.0844676,-8.422711,-1.9092007,7.4758863,1.1769375,3.0425682,-5.591803,0.31707454,19.518055,-4.299551,14.251924,0.9603454,-12.076245,9.866235,-0.2755022,-13.897889,-3.7727416,5.739942,6.7992954,2.247783,-18.369934,15.20186,6.384617,7.2963758,-8.979317,-25.451164,17.819458,0.76988214,30.464796,2.2003622,2.2826874,19.593323,7.300007,-1.2595515,-17.936066,7.2618365,-27.5596,3.3458688,19.108667,-10.803675,-4.580559
184,O=C(CCNS(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1)Nc1ccccc1,0,4.5849323,1.432051,-4.9644303,0.07961244,-10.52887,-6.799983,-7.626989,-9.219458,-5.977634,-8.818646,19.685852,-6.2295356,3.8510103,-7.106671,-11.543573,-2.01755,-3.9868298,5.8588777,0.8420731,-8.224632,-3.043942,13.41085,-15.181967,10.681118,0.68054795,-5.3410764,-5.361815,-5.478937,-0.16392305,-1.7577308,2.5096414,11.248034,18.085794,5.3405004,-14.520242,-8.876865,16.189947,17.000038,-9.619886,17.69623,6.454131,-11.316357,3.4187217,-2.00356,-3.0547574,-12.167129,-18.698563,1.4936764,20.351355,9.666512,4.7130427,9.131267,0.9620682,0.14090419,5.987776,11.370875,-3.8710465,-4.5474315,4.8740425,-6.2302036,-3.7136846,-6.0948215,7.2911835,3.2534795,-0.5360104,-8.212651,1.078211,20.08854,-3.6751926,17.559685,-4.725377,-13.462878,7.1291647,-0.0008819774,-15.00651,-2.938382,6.037236,6.9597926,4.8187437,-19.201092,11.875553,7.7181964,8.832364,-6.59328,-20.354649,14.467925,-1.1831052,31.48644,-0.7484816,-2.7306144,19.935337,1.7862135,-2.4356022,-15.504199,9.07442,-25.100542,4.747162,19.76462,-17.191528,-6.3344364
185,c1ccc(Oc2ccccc2)cc1,0,-0.5976575,2.237483,-3.1870594,-1.4662454,-4.01947,-2.5358398,-4.078427,-4.039185,-4.0331554,-6.2265306,11.196239,-3.1450596,3.31451,-4.60487,-5.196334,-1.5324298,1.1984175,4.5251513,-2.795913,-5.78595,-6.9102325,3.0722752,-7.752168,2.184754,-1.1768442,-4.866432,-3.2748754,-2.126139,-1.0871326,2.0106544,-2.4168499,9.175004,9.192716,1.670405,-3.9415755,-9.014252,6.0725894,4.6131306,-5.583132,7.7468953,8.503497,-6.272837,3.3895998,-2.4497201,-0.87452406,-5.414381,-5.2774863,1.1437672,7.886021,6.3356013,3.2739842,4.1175723,-2.9988322,-1.9647162,4.5358047,7.446319,-0.90235555,-3.270897,5.3004055,0.9977077,-2.940364,-2.4081364,6.2641344,2.237736,5.041543,-4.442902,-3.776541,12.257033,-3.670947,10.4818535,0.735095,-5.476293,3.18818,1.2795465,-6.7429924,-1.4963036,1.6214067,3.1181476,0.25788736,-10.036394,8.536869,6.386542,5.561071,-4.5233,-10.873935,5.8620605,2.8158631,14.647726,1.4754052,0.35726672,6.494588,4.818969,-2.9418616,-7.7647285,4.411704,-11.011864,-0.8199141,10.025049,-3.571664,-2.7121334
186,O=S(=O)(Nc1cc(Sc2nc[nH]n2)cc2ccccc12)c1ccccc1,0,-0.61192644,0.97169065,-6.154229,0.45982578,-11.076022,-3.9565763,-6.3881607,-8.150563,-4.779987,-12.396347,23.376741,-7.735443,-0.091053054,-9.989525,-8.6108465,-3.4210296,-4.8160257,7.7191377,-3.1647427,-5.6575613,-4.239752,5.9978833,-11.309355,8.369223,-2.4616394,-6.4291606,-5.5742826,-4.8473687,-1.2071857,0.34889108,1.10185,8.1949,17.95173,3.7505076,-9.455107,-11.206966,13.07258,13.542119,-8.673634,18.861107,12.058327,-11.273758,-0.47817057,-6.0368724,-1.8590244,-12.541716,-13.864243,4.626735,15.742702,7.8712893,4.4583025,8.289638,-4.183176,-4.0207257,7.3610563,13.410025,-2.7143536,-7.8854766,5.80511,-3.956467,-0.14325239,-3.1727698,5.779514,1.4953089,4.161088,-7.3752446,-1.4849205,21.252712,-1.5480345,15.008214,0.32032123,-10.362733,7.59835,-0.06280039,-13.352989,-3.4431882,4.8632016,7.205883,3.895724,-19.069494,18.919416,7.662065,10.469475,-6.5285625,-21.853245,11.163102,1.6145827,27.837997,0.11363935,-1.7842691,15.9268265,4.2227077,-6.982524,-15.845249,7.449539,-24.316881,2.5667272,18.423521,-9.836738,-4.8734016
187,O=S(=O)(Nc1ccc2c(c1)NCCC2)c1ccccc1,0,1.2329633,2.8431072,-1.6672648,-1.7092714,-6.626363,-3.5819654,-6.229708,-6.4114294,-4.0611644,-7.261543,18.133467,-4.4673767,0.68805116,-5.777395,-8.658579,0.5998968,-3.2574794,4.668223,-2.0704708,-7.7132874,-4.6326714,10.057476,-13.378247,5.404352,0.18022999,-2.7771494,-1.9517123,-4.0573487,1.9545424,0.70866036,-2.5654664,7.7445803,15.708567,1.8838588,-6.3875046,-4.9706244,8.471399,10.122409,-6.699796,13.455593,8.794477,-7.5906696,2.7610035,-4.1050096,0.30865228,-9.725154,-9.500338,1.6955779,13.286033,8.535122,5.2608995,5.337615,-2.8851788,0.98563033,6.8904243,10.618562,3.4194112,-5.4974475,4.762493,-2.3474333,-1.0126691,-4.682191,3.413688,5.524241,0.23707256,-6.737277,-1.0836343,16.497747,-0.46559075,13.69246,-2.0528617,-4.4406843,3.9950824,-0.15786292,-12.913032,-2.041211,1.6968662,1.4318205,3.4250135,-13.246601,14.611996,7.488182,8.126863,-4.055643,-15.742245,11.140293,2.168246,20.81666,-0.6600483,-2.8957427,14.413461,1.9680641,-5.3952656,-10.576242,6.0087795,-18.400455,3.681405,15.880083,-9.753682,-5.138489
188,c1ccc(CSc2nnc(-c3cncs3)[nH]2)cc1,0,-2.2399645,-0.7898029,-3.7660685,-0.6878101,-9.115207,-3.012459,-4.678658,-2.4189763,-5.5817947,-9.856753,15.843303,-9.036698,-0.038383067,-4.4409885,-4.1870856,-2.862337,-2.6753333,4.6041384,-3.5301,-4.504839,-2.905204,7.3280797,-5.689717,3.3643339,-2.057108,-1.9845574,-4.4581237,-7.2798123,-0.41949314,-0.59178126,2.0016792,7.298178,11.873685,2.4955971,-4.555948,-10.0325365,12.029879,8.504554,-6.307783,11.049991,10.468959,-7.3278823,1.2667216,-5.6680484,-1.7520528,-8.525161,-9.851175,3.924916,10.899191,2.1547713,6.2062387,6.286692,-2.5617347,-5.1637907,4.26257,8.456147,-2.9321413,-4.926297,5.533305,0.5029423,-4.793765,-0.9702764,2.885808,-2.6325538,4.726134,-3.150431,-0.459513,10.140262,-0.23764658,7.2226906,3.5578249,-8.551146,7.668215,4.050352,-7.0761075,-2.8033206,3.7583473,6.5174017,-0.03291999,-13.754603,11.790614,2.5691235,3.6754975,-5.7318745,-17.130114,11.683154,0.6018178,18.627262,2.5986655,2.0371194,10.611938,3.7081494,-2.6945558,-10.230634,4.6684446,-17.51511,0.11073977,11.256813,-5.933431,-0.11431145
189,O=C(Cn1ncc2cn(-c3ccccc3)nc2c1=O)NCc1cccs1,0,0.51431674,0.018015772,-5.414172,-1.095642,-8.600461,-7.601426,-8.454856,-9.30112,-6.948493,-12.951904,18.430046,-7.796363,1.754564,-3.8022246,-9.236154,-4.716535,-5.4240975,4.3595247,-7.031255,-8.690565,-9.279066,11.369949,-14.389585,9.073786,-1.8310009,-3.6927001,-3.5031488,-7.6016617,-2.283019,-1.1095881,-1.3585271,10.848746,16.941965,2.4903486,-10.076922,-14.44506,15.436173,9.169924,-10.068527,15.675091,12.733865,-11.855028,4.075739,-5.0280046,-0.9288156,-11.387847,-12.387074,-0.09940174,17.607792,7.8786154,9.474574,10.064095,-2.275892,-1.3605675,5.509998,9.137496,-2.988574,-3.066807,10.045829,-0.5224671,-7.439064,-2.2672203,6.630792,2.6437259,-0.8621486,-5.689794,-1.3841119,17.916199,-0.5420262,14.289929,-2.6086988,-15.79427,5.9836745,-1.3524194,-9.513224,-5.90932,5.7530956,8.112059,2.0859046,-13.826086,17.122826,5.5882006,6.1373005,-10.260317,-22.440018,16.99658,3.9963362,27.998007,-0.05834402,1.7811617,18.054384,6.8516107,-4.0154777,-14.065804,6.313658,-24.076979,2.2197845,14.6962185,-12.320515,-2.4185622
190,O=C(C=Cc1ccccc1)NCCc1ccccc1,0,0.30480483,0.4643576,-4.0841355,1.1471204,-5.530065,-5.6440554,-5.74822,-7.049776,-6.4477186,-8.456036,12.814462,-4.813794,5.8927526,-4.833752,-8.083739,-2.408897,3.0166202,5.414818,-1.3815372,-8.674212,-6.238204,5.6238384,-11.248895,5.4370317,0.27316824,-7.610149,-2.8923783,-1.9821951,-1.9959697,-1.1624004,-1.2258205,12.03378,10.675226,0.9986542,-9.549022,-11.200342,10.16877,8.638437,-7.6305976,10.162438,6.304707,-9.858742,3.5781536,-0.69429713,0.7589286,-9.302132,-12.307624,2.2310207,10.052691,7.335905,4.9787545,6.803113,-0.8268516,0.3656135,2.9821274,8.464874,-3.4547746,-0.8688868,10.647145,-1.9047214,-5.789511,-3.2098505,9.24198,0.26257437,2.5680802,-6.387929,-3.657043,18.900204,-2.119945,11.038466,-1.4127824,-8.611595,7.5761924,-3.7106562,-10.583171,-4.15296,0.03901439,4.951832,-0.5231869,-10.323403,7.987843,6.4637384,3.955578,-5.213982,-15.276244,8.692554,1.9993168,22.521128,4.304963,-0.6068477,14.799235,2.565704,-0.21236405,-12.867798,5.799259,-18.490911,0.00063841045,13.65002,-8.99997,-4.2395816
191,O=C(Cn1c(COc2ccccc2)nc2ccccc21)Nc1ccccc1,0,-0.9773777,2.0297182,-4.744986,-1.1203042,-7.148776,-7.6926503,-8.700597,-8.449122,-9.2432575,-13.845615,19.537346,-6.8469243,5.5952263,-7.9278073,-9.647739,-4.828179,-1.5805005,7.9673643,-6.9416666,-10.833033,-10.963569,8.539232,-14.355867,8.1062,-0.8851542,-7.790251,-6.7388864,-5.5480127,-1.3360809,0.5946138,-0.6262066,17.617567,18.133308,3.6211488,-10.420467,-16.50959,14.896139,9.88457,-10.834115,16.054289,13.498861,-12.225458,5.418115,-3.905725,-1.957152,-11.746379,-13.736987,0.2863791,18.780928,10.65999,8.69423,11.893111,-2.7015305,-1.5101663,7.7233725,12.0675955,-1.232593,-3.4834762,9.875746,-0.23822178,-7.3963118,-4.395783,9.503168,3.2230115,4.755299,-7.9490137,-2.8091486,20.758308,-4.253146,16.809248,0.030726813,-13.73996,7.3858705,-1.2508497,-13.754926,-3.3452413,2.7681873,7.0009727,1.3582091,-17.6798,14.725594,10.004875,7.330936,-9.012079,-24.043213,15.152352,4.8414016,30.2517,1.3675125,2.4045634,15.882545,7.408099,-1.7624228,-17.2268,7.708524,-24.019285,1.6560837,18.378633,-10.057702,-4.7867785
192,O=C(CCNS(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1)NCCc1ccccc1,0,6.305653,1.1239562,-4.852839,0.71063364,-11.861608,-8.449323,-9.092217,-10.217132,-6.798593,-10.482543,20.112247,-6.4707346,5.2425413,-7.2655053,-12.5478325,-2.208224,-3.5249035,6.4420543,1.573503,-9.625566,-3.3087263,15.62394,-16.224792,12.6257515,-0.38503155,-4.5882826,-6.7139564,-5.307683,-0.08449748,-3.169405,2.8583198,13.79569,19.770386,4.2819505,-17.200773,-10.574168,18.131384,18.47567,-9.624928,18.781435,6.2893133,-11.545848,4.952738,-1.6571289,-2.971745,-13.025162,-20.558483,2.2923298,21.536793,9.306669,6.164168,10.390045,2.261777,0.99252754,5.39496,11.105434,-4.963853,-4.2937565,5.3877897,-6.5821667,-2.8399773,-7.6763716,7.6165533,2.7539957,-1.1551677,-8.312453,1.4128249,19.9725,-3.8005292,17.4558,-5.648377,-15.502608,7.8610005,-0.94581825,-15.876082,-3.3519452,6.9083934,6.7562075,3.3806968,-19.110598,11.417099,7.168847,7.0177155,-8.623912,-22.799389,15.903095,-1.4636725,35.10794,0.108550414,-2.9162247,21.56656,2.696681,-1.1700287,-18.399702,10.577611,-26.215471,3.9070222,20.151037,-19.094227,-6.862285
193,c1ccc(N2CCNCC2)cc1,0,1.2149004,0.7636681,0.29971176,-2.7929704,-5.0210133,-2.085889,-3.063184,-3.0019317,-1.1869975,-6.4974422,12.191551,-3.26065,0.54895675,-2.52526,-5.402593,-1.541257,-1.3523395,1.6659889,-3.1696322,-6.238007,-4.4387627,5.765664,-6.9205155,0.6143754,1.8239858,0.6097319,-0.22912836,-6.214016,3.5886006,0.30296552,-5.859506,7.2797666,11.030345,-0.31751055,-1.1707948,-3.8797078,4.07084,4.2450476,-4.2327003,6.812519,5.048801,-3.5777528,1.8974706,-4.282425,0.9029896,-5.8403096,-3.105346,1.1963753,10.556064,5.2579627,6.770425,1.9027158,0.56854737,2.9754305,2.4494379,4.667578,1.18943,-4.305773,6.337864,-0.21380867,-2.1105857,-2.344237,1.4406726,4.6325655,-0.10056056,-4.194274,-1.0672724,7.887216,-0.25982654,5.9388733,-0.036151633,-2.601452,2.5004134,1.5263357,-5.7013736,-2.992699,-0.8225893,0.47710535,0.3231125,-9.558791,8.150034,4.4776525,2.6865396,-3.5296195,-12.592598,8.941915,0.93480456,10.442467,-1.6740466,0.0014490425,7.723064,2.8251457,-4.1527896,-4.7045717,1.9591274,-10.48498,1.9378566,5.788981,-5.1643105,-1.2230443
194,O=C(NN=Cc1ccn(-c2ccccc2)c1)C(=O)Nc1ccccc1,0,-0.01811793,1.033387,-9.078256,0.95515394,-4.230804,-9.306829,-7.680233,-8.800384,-6.279758,-11.636311,14.294736,-5.636756,3.0238266,-4.873711,-7.389667,-4.9299417,-1.9493314,3.9063885,-3.4296818,-10.6044235,-7.666729,7.0282307,-11.782911,5.9111185,1.3858081,-7.4300838,-1.2156386,-2.5865242,-2.5122256,-1.6747288,-0.45286867,13.98819,14.213106,1.8649626,-6.1513247,-12.937562,11.945372,8.546051,-9.346818,14.63623,8.5931225,-16.274956,1.4179786,-4.341303,0.17092583,-10.760412,-15.533297,2.9762866,14.456606,11.37506,3.904618,8.857196,-1.7008891,-2.6024673,6.777958,10.03594,-3.134607,-1.9118625,13.099881,-2.7727475,-9.11977,-2.4224877,11.516415,3.413332,2.3532171,-4.834159,-3.4937193,23.692692,-1.4170094,17.906227,-1.8216687,-11.952253,6.3729196,-5.662119,-12.189816,-5.0685368,1.0370094,5.2149086,4.4692616,-15.404203,13.7030735,10.244954,4.435554,-5.841315,-19.305527,10.977496,2.9400544,26.673914,5.7184787,-0.58037084,18.372095,2.6988857,-2.8289,-14.570751,6.6483393,-26.013327,4.6829433,18.501781,-8.958679,-2.9021235
195,O=C(NN=Cc1cccs1)c1nnn(-c2cnon2)c1-c1ccccc1,0,-2.730806,-0.28169918,-5.389034,-1.6358695,-5.9879208,-4.504751,-6.7213297,-10.332764,-7.843338,-14.953739,20.457806,-12.727626,-3.9794686,-3.7235842,-4.996188,-2.6236837,-3.345847,5.88049,-6.031893,-8.050332,-9.274547,8.480898,-7.3387012,5.392333,1.6784399,-3.076309,-2.2319362,-7.8370266,0.6305053,-4.0274286,0.18031418,5.1801825,18.46435,0.46769857,-4.0313067,-12.935332,12.892336,8.667477,-12.508961,14.646103,10.588432,-14.762931,0.8052132,-10.414952,1.4258611,-12.977263,-14.533476,4.3992996,14.46617,6.1684294,4.8182006,6.767312,-3.583061,-2.3507612,4.8343387,10.587012,-1.3017905,-2.0713408,8.0935335,-1.0358092,-5.684614,-2.304485,8.396509,2.0427163,3.9844756,-1.921209,-3.5878563,22.469688,2.4062333,14.212899,-1.3051559,-11.309767,9.56801,-2.6415071,-10.077465,-5.0561976,4.095094,9.034127,1.8507713,-14.49268,17.960178,8.445995,3.0526268,-7.879395,-20.673653,13.83325,3.8097682,24.790422,3.7975104,2.7212727,18.461958,4.7237415,-4.091832,-12.514008,7.175547,-24.855663,4.0189013,16.359934,-8.481501,-0.3699546
196,c1cc2ccc3ccc(CN4CCOCC4)c4ccc(c1)c2c34,0,0.051319852,3.2591453,-3.1670022,-3.5704534,-8.41644,-2.624097,-8.138342,-7.3878937,-4.88728,-13.688934,20.19504,-7.636556,0.31825167,-4.255515,-8.981936,-1.308523,-2.8163936,7.4542623,-5.7014465,-7.8601527,-9.868748,7.2383885,-10.450273,6.219735,0.8889674,0.3114956,-1.6191746,-7.6282263,4.883262,2.8971922,-7.204018,14.115966,18.52806,1.0255566,-7.0338907,-10.601568,6.976328,10.006655,-9.238724,11.378242,10.846546,-8.330342,4.4633136,-5.4192295,-0.78366166,-11.178038,-7.621598,-1.1641545,17.448357,9.206946,8.539016,4.8785944,-1.9044995,5.1123667,3.9364254,10.3512945,-3.2473612,-5.8926954,8.1545,-0.6723683,-1.7956492,-1.5726154,5.9773784,6.525566,2.8802145,-7.3722486,-0.7065996,16.803688,-1.2231767,11.519239,-0.47341523,-6.834187,5.954703,-0.61078703,-11.965718,-3.7663336,1.8234098,2.9642804,0.6811425,-14.822502,14.674324,8.485209,7.286456,-8.269577,-22.824848,16.251463,1.2698796,23.73568,-3.3625677,2.126766,13.320036,8.196562,-4.512455,-12.884133,9.257473,-23.201565,1.28951,13.847241,-7.221909,-4.0584407
197,O=C(CCC(=O)Nc1ccccc1)NN=Cc1ccccc1,0,1.0521429,0.550532,-6.7214184,1.8205109,-3.3362212,-9.492727,-7.8221264,-7.1001716,-8.292483,-10.103895,10.639082,-6.0405636,3.649059,-5.9835324,-8.115538,-3.990828,-0.1823161,3.8756335,-2.0801318,-9.322181,-6.1444826,9.188197,-10.806601,6.040683,0.53049344,-8.253267,-2.7035406,-1.7839228,-1.6474141,-3.6327498,1.5543418,14.226738,12.646231,-0.065424055,-7.1856503,-10.26348,12.24954,11.09021,-8.941471,12.47761,5.112465,-13.240988,3.1063666,-1.1946837,0.37310278,-8.311795,-17.986044,4.0928435,14.165748,7.9269705,4.3601303,10.2895975,0.95677197,-1.7874851,4.287418,8.123101,-2.31061,0.06014745,9.602025,-4.252849,-8.372246,-3.635983,9.572177,1.5270121,1.4026424,-3.377548,-3.8807364,21.689308,-1.9456358,13.744569,-2.9514825,-10.20083,7.5530906,-4.6893096,-12.945632,-3.6893163,1.1625773,3.5472918,2.2129827,-12.990735,10.189339,7.924359,3.285947,-5.460419,-17.534739,9.34041,2.6494653,24.915909,3.3515453,-0.7839813,16.895807,3.4563038,1.673339,-16.555109,5.185752,-21.989746,5.0294127,16.790485,-9.468167,-1.445974
198,C(=Cc1nc2ccccc2s1)c1ccccn1,0,-1.828807,2.2959995,-4.31144,-1.0737033,-4.0334787,-1.8800108,-2.3406808,-6.4332833,-6.6845055,-9.393801,16.239334,-8.24461,1.6207931,-3.684898,-3.623908,-3.0988846,0.73508847,6.9342017,-5.353909,-3.9449346,-6.8124084,3.755832,-7.0438848,0.47508883,-0.39515996,-4.415333,-1.7920997,-3.8409982,-0.976318,3.1309266,-1.2274995,6.091317,11.781588,3.1697662,-6.2386928,-10.5362835,7.970923,5.7644005,-8.7557535,7.1326885,9.815298,-10.340757,0.31543007,-3.8229868,2.8813345,-10.325874,-7.528456,1.9669652,8.078963,4.2934732,4.8925347,4.978248,-5.401666,-1.2548062,2.4018528,8.713469,-1.6197064,-0.8101155,9.579221,-1.2846717,-5.2383647,-0.7191462,8.052983,-0.10188231,4.031914,-5.9162436,-2.2901034,16.22168,0.8697319,9.301896,4.2088814,-5.960694,9.00238,-0.8663766,-8.057236,-5.1763835,0.69146985,8.40227,-0.56672823,-9.507399,11.133847,4.3028154,6.331352,-5.5194182,-14.570296,7.460729,0.9208274,17.313555,2.0965405,-0.26574215,12.1379175,1.5281607,-2.6552444,-9.428986,4.4742045,-16.53906,0.41606182,11.59489,-5.6049013,-3.446204
199,S=C1NC=CC(c2ccccc2)N1,0,-0.35513777,5.378753,-1.4342117,-4.055762,-7.4974465,-3.7822897,0.6176245,-3.2531016,-4.487255,-2.707437,6.14126,-8.121304,2.8649247,-1.563437,-7.6233444,1.973656,-0.4870957,4.0241604,1.891303,-7.8007684,-5.3292317,4.8315434,-9.2046795,-1.7629511,2.3397255,3.723373,1.5071208,-2.6102684,-0.09226273,-1.2168736,-1.8998364,4.297379,10.122638,2.9183228,-4.8171244,-2.829654,10.831788,9.789843,-2.2953327,7.9812984,5.9238315,-3.1304727,2.6928277,-5.9858394,-3.740611,-6.8902493,-6.446226,4.2859707,6.8863244,8.108403,3.3641033,0.5613319,-0.5388688,0.5828551,3.013577,4.173359,-3.1428983,-3.7430332,4.91315,2.0958862,-5.847058,-3.872315,3.0262458,-0.292602,0.63455963,-3.3103595,-0.9179791,12.477368,-0.7079945,8.131387,4.0365806,-3.1592488,3.9055686,1.1736106,-1.6014962,-2.6169193,0.7202153,4.6262255,2.9422417,-9.697288,6.9823914,3.958675,1.730747,-4.5920806,-5.0649266,10.865688,0.9865779,14.083045,2.2067082,-2.9973717,5.553749,2.5147724,-7.0334997,-2.16769,4.4692893,-11.012796,3.0529783,8.222086,-8.029626,-0.70731556
200,O=C1c2ccccc2-c2onc3cccc1c23,0,-0.42996877,4.3267035,-3.62878,-3.9363449,-5.7053814,0.21638261,-6.8972774,-6.6045465,-4.465995,-8.34658,15.221998,-7.0043263,-1.7538383,-5.333362,-5.1838646,2.289071,0.17401403,6.2298245,-2.2345908,-5.0460415,-6.642796,4.39521,-7.2483974,5.2333364,0.60101867,-3.5619495,-2.2038126,-5.980209,1.3001345,-0.030667365,-0.0015001893,6.7465105,14.732276,2.7908533,-6.1953044,-9.243599,7.0724106,7.6927705,-8.406186,9.633226,10.959094,-5.2303796,2.081096,-7.202081,-3.089072,-9.985212,-6.4567485,0.7578838,9.55907,6.979172,0.26839995,3.6149461,-3.0374424,1.2753475,3.157876,8.544399,-3.0876176,-4.455352,3.7653234,0.6149223,-1.9965676,-0.2582889,8.570872,2.0632334,4.306712,-5.7152104,0.6624685,12.438465,-2.8409867,10.15082,0.34084225,-6.0532284,7.262133,-0.30187282,-8.019365,-1.2321035,2.8289511,5.9133267,-0.40343025,-11.259299,11.164343,5.222359,5.379648,-5.73791,-13.370408,10.002486,1.927281,17.02076,1.7605853,2.4544003,9.323435,6.84309,-3.2947009,-7.757868,8.320058,-16.457565,1.9200544,13.146875,-5.9620395,-5.344355
201,O=C(COc1ccccc1)c1ccc[nH]1,0,0.6307302,0.9518162,-2.3093135,-1.628918,-5.980528,-2.4091177,-3.94943,-5.545062,-3.6980314,-6.1314907,9.947702,-1.9990144,4.138023,-4.0992875,-7.818573,-3.6162426,-0.29467458,3.8525841,-0.93867743,-6.1012034,-5.901677,5.024294,-7.449221,4.253432,1.6954721,-3.878205,-3.7561543,-3.8845515,-0.10313937,-0.76931995,0.008496761,9.319584,9.712946,0.99474883,-5.337901,-8.088625,8.059184,7.147456,-4.4087825,7.7327557,4.1775894,-7.275397,4.330211,-2.150649,-0.6832714,-3.893738,-9.707954,2.5177135,11.149686,6.2631264,3.6573682,5.71161,-0.6405102,-2.2442713,4.251366,6.61662,-3.1426666,-2.3197868,4.9986053,-0.73382473,-5.4055285,-2.1953638,6.01262,1.428375,2.874619,-6.2743344,-1.48438,10.825445,-2.588521,9.371285,0.6935737,-7.2058215,3.3375225,0.88601553,-6.4840274,-2.5808914,1.000208,5.41828,0.24544242,-10.880936,6.013698,6.180273,5.7027574,-5.1793723,-12.548126,6.2612414,1.3895849,16.762486,0.9504912,-0.8587812,8.852315,3.0665994,-3.2463853,-8.643128,4.8516464,-14.054951,0.54074657,10.330904,-7.1725903,-2.3326201
202,O=C1C(=Cc2ccco2)CCCC1=Cc1ccco1,0,-0.97446585,6.0055866,-6.4307175,-4.7088494,-1.939829,-1.6827663,-7.3288937,-10.23521,-0.91267025,-5.0251045,16.038754,-7.445359,-0.76745474,-3.1494815,-6.9935713,4.48926,-1.1575369,6.2757816,-4.0912514,-10.676821,-9.100919,5.6139994,-7.727975,-1.5037315,7.6118317,-5.3658705,3.0792077,-5.5885077,1.2075851,-2.7837968,-4.6884875,7.2549987,14.160439,1.2071593,-4.5571613,-7.3478136,3.0876515,10.470622,-7.9524484,6.648974,8.636473,-9.4048605,3.1955307,-4.701143,3.0506113,-11.097328,-7.173374,1.6176053,12.32845,4.778024,2.765667,0.1748639,0.5167191,5.742117,2.478556,7.407071,-3.2369032,-0.99033856,9.904413,1.7880012,-6.0394444,-1.3382739,6.549483,1.7944998,-0.76687145,-5.1798615,-2.2102666,16.243536,-0.50255924,6.6698008,2.829175,0.8259472,10.898528,-0.96054447,-9.303527,-4.9076834,-2.6623907,5.360031,-1.0009031,-10.9857645,9.098391,3.197645,3.8443415,-6.1556435,-11.648741,11.579447,-0.21203463,17.551683,6.744976,3.8078222,17.735964,6.1162577,-2.5306404,-5.4958105,11.846279,-18.511183,-0.28688666,15.200372,-8.478101,-5.4540186
